pn,name,address,city,state,zip,tel,active,termcode,termdate,partdate,prev_pn,medaffil,resprog_ada,resprog_ama,resprog_aoa,resprog_oth,residents,shortterm,cah,provider_subtype,typ_control,nonprofit,forprofit,govt,maryland,nonstate,urbancbsa,beds_tot,beds_cert,lastyear
051313,FORT YUMA PHS INIDAN HOSPITAL,ONE INDIAN HILL ROAD,WINTERHAVEN,CA,92283,7605724105,0,"vol-merg,close",31mar2003,21nov2002,050643,no affiliation,0,0,0,0,0,0,1,cah,government federal,0,0,1,0,0,1,15,15,2017
051314,KERN VALLEY HEALTHCARE DISTRICT,6412 LAUREL AVE,LAKE ISABELLA,CA,93240,7603792681,1,active,,21nov2003,050542,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,1,27,25,2017
051315,TRINITY HOSPITAL,60 EASTER AVENUE,WEAVERVILLE,CA,96093,5306235541,1,active,,01dec2004,050392,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,0,25,25,2017
051316,FAIRCHILD MEDICAL CENTER,444 BRUCE STREET,YREKA,CA,96097,5308424121,1,active,,01feb2005,050217,no affiliation,0,0,0,0,0,0,1,cah,non-profit other,1,0,0,0,0,0,28,25,2017
051317,ST HELENA HOSPITAL-CLEARLAKE,15630 18TH AVE - HWY 53,CLEARLAKE,CA,95422,7079946486,1,active,,12apr2005,050539,no affiliation,0,0,0,0,0,0,1,cah,non-profit church,1,0,0,0,0,0,32,32,2017
051318,REDWOOD MEMORIAL HOSPITAL,3300 RENNER DRIVE,FORTUNA,CA,95540,7074458121,1,active,,01aug2005,,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,0,25,25,2017
051319,MERCY MEDICAL CENTER MT SHASTA,914 PINE STREET,MOUNT SHASTA,CA,96067,5309266111,1,active,,13aug2005,050419,no affiliation,1,1,1,1,1,0,1,cah,non-profit other,1,0,0,0,0,0,25,25,2017
051320,BANNER LASSEN MEDICAL CENTER,1800 SPRING RIDGE DRIVE,SUSANVILLE,CA,96130,5302522000,1,active,,11jul2005,,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,0,38,25,2017
051321,HEALDSBURG DISTRICT HOSPITAL,1375 UNIVERSITY AVENUE,HEALDSBURG,CA,95448,7074316500,1,active,,01dec2005,,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,1,26,26,2017
051323,COLORADO RIVER MEDICAL CENTER,1401 BAILEY AVE,NEEDLES,CA,92363,7603264531,1,active,,15dec2005,,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,1,25,25,2017
051324,NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,CA,93514,7608735811,1,active,,01aug2006,,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,0,25,25,2017
051325,MENDOCINO COAST DISTRICT HOSPITAL,700 RIVER DR,FORT BRAGG,CA,95437,7079611234,1,active,,11oct2006,050569,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,0,25,25,2017
051326,PLUMAS DISTRICT HOSPITAL,1065 BUCKS LAKE ROAD,QUINCY,CA,95971,5302832121,1,active,,13oct2006,,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,0,25,25,2017
051327,SENECA DISTRICT HOSPITAL,130 BRENTWOOD DRIVE,CHESTER,CA,96020,5302582121,1,active,,26sep2007,,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,0,26,10,2017
051328,TAHOE FOREST HOSPITAL,10121 PINE AVE,TRUCKEE,CA,96161,5305876011,1,active,,01jul2007,,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,0,72,25,2017
051329,SUTTER LAKESIDE HOSPITAL,5176 HILL ROAD EAST,LAKEPORT,CA,95453,7072625000,1,active,,17jun2008,,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,0,30,25,2017
051330,MODOC MEDICAL CENTER,228 W MCDOWELL AVE,ALTURAS,CA,96101,5302335131,1,active,,09oct2008,,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,0,16,16,2017
051331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,CA,93463,8056886431,1,active,,24feb2009,,no affiliation,0,0,0,0,1,0,1,cah,non-profit private,1,0,0,0,0,1,11,11,2017
051332,MARK TWAIN MEDICAL CENTER,768 MOUNTAIN RANCH RD,SAN ANDREAS,CA,95249,2097542515,1,active,,06aug2010,,no affiliation,0,0,0,0,0,0,1,cah,non-profit other,1,0,0,0,0,0,25,25,2017
051333,RIDGECREST REGIONAL HOSPITAL,1081 NORTH CHINA LAKE BLVD,RIDGECREST,CA,93555,7604463551,1,active,,08aug2012,,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,1,72,25,2017
051334,OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HWY,OJAI,CA,93023,8056402280,1,active,,19feb2014,,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,1,91,91,2017
051335,BEAR VALLEY COMMUNITY HOSPITAL,41870 GARSTIN DR,BIG BEAR LAKE,CA,92315,9098666501,1,active,,23may2014,,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,1,30,25,2017
051990,SUNLAND HOME CORPORATION,691 SPARTA DRIVE,ENCINITAS,CA,92024,7609442976,1,active,,22jan2001,,no affiliation,0,0,0,0,0,0,0,religious nonmedical,non-profit church,1,0,0,0,0,1,20,20,2017
051991,BROADVIEW INC,4570 GRIFFIN AVENUE,LOS ANGELES,CA,90031,2132219174,1,active,,28nov2000,,no affiliation,0,0,0,0,0,0,0,religious nonmedical,non-profit church,1,0,0,0,0,1,42,42,2017
051992,ARDEN WOOD BENEVOLENT ASSOC,445 WAWONA STREET,SAN FRANCISCO,CA,94116,,1,active,,20oct1966,,,,,,,0,0,0,religious nonmedical,,0,0,0,0,0,,132,39,1999
051993,"ARDEN WOOD, INC",445 WAWONA STREET,SAN FRANCISCO,CA,94116,4156815500,1,active,,22jan2004,,no affiliation,0,0,0,0,0,0,0,religious nonmedical,non-profit church,1,0,0,0,0,1,13,13,2017
051994,"FERN LODGE, INC",18457 MADISON AVENUE,CASTRO VALLEY,CA,94546,5108862448,1,active,,09oct2007,,no affiliation,0,0,0,0,0,0,0,religious nonmedical,non-profit church,1,0,0,0,0,1,28,28,2017
051995,OLIVE GLEN FOUNDATION,3025 BECERRA WAY,SACRAMENTO,CA,95821,9164861161,1,active,,21nov2014,,no affiliation,0,0,0,0,0,0,0,religious nonmedical,non-profit church,1,0,0,0,0,1,13,13,2017
052006,FAIRMONT HOSP,15400 FOOTHILL BLVD,SAN LEANDRO,CA,94578,4155771426,0,"vol-merg,close",30jun1985,01jul1966,050671,no affiliation,0,0,0,0,0,0,0,long term,government local,0,0,1,0,0,1,153,153,2017
052014,L A CO RANCHO LOS AMIGOS MED CTR,7601 E IMPERIAL HIGHWAY,DOWNEY,CA,90242,2139227022,0,oth-status chg,30jun1997,01jul1966,050717,major,1,1,1,0,29,0,0,long term,government local,0,0,1,0,0,1,436,436,2017
052031,BARLOW RESPIRATORY HOSPITAL,2000 STADIUM WAY,LOS ANGELES,CA,90026,2132504200,1,active,,01sep1984,,limited,0,0,0,0,1,0,0,long term,non-profit private,1,0,0,0,0,1,99,99,2017
052032,KINDRED - LOS ANGELES,5525  W SLAUSON AVENUE,LOS ANGELES,CA,90056,3106420325,1,active,,29jan1992,,graduate,0,0,0,0,1,0,0,long term,for-profit proprietary,0,1,0,0,0,1,81,81,2017
052033,VIBRA HOSPITAL OF SACRAMENTO,330 MONTROSE DRIVE,FOLSOM,CA,95630,9163519151,1,active,,04mar1992,,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,58,58,2017
052034,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,2800 BENEDICT DRIVE,SAN LEANDRO,CA,94577,5103578300,1,active,,29jan1993,050143,no affiliation,0,0,0,1,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,99,99,2017
052035,KINDRED HOSPITAL WESTMINSTER,200 HOSPITAL CIRCLE,WESTMINSTER,CA,92683,7148934541,1,active,,01jun1993,,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,109,109,2017
052036,KINDRED HOSPITAL - SAN DIEGO,1940 EL CAJON BLVD,SAN DIEGO,CA,92104,6195434500,1,active,,01jun1993,,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,70,70,2017
052037,KINDRED HOSPITAL ONTARIO,550 NORTH MONTEREY,ONTARIO,CA,91764,9093910333,1,active,,01feb1995,050041,no affiliation,1,1,1,1,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,91,91,2017
052038,KINDRED HOSPITAL -- LA MIRADA,14900 E IMPERIAL HWY,LA MIRADA,CA,90638,5629441900,1,active,,01nov1995,050712,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,277,277,2017
052039,KINDRED HOSPITAL BREA,875 N BREA BLVD,BREA,CA,92821,7145296842,1,active,,01dec1995,050711,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,48,48,2017
052040,HERITAGE HOSPITAL,10841 WHITE OAK AVE,RANCHO CUCAMONGA,CA,91730,9094846465,0,"vol-merg,close",09oct2000,28jun1996,050715,no affiliation,0,0,0,0,0,0,0,long term,non-profit private,1,0,0,0,0,1,47,47,2017
052041,VENCOR POINT LOMA,3475 KENYON STREET,SAN DIEGO,CA,92110,6192256300,0,"vol-merg,close",11nov1997,01sep1997,050716,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,34,34,2017
052042,SPECIALITY HOSP OF SOUTHER CALIFORNIA,845 NORTH LAKE ELLEN,WEST COVINA,CA,91791,6263395451,0,"vol-merg,close",27aug1998,01feb1998,052038,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,76,76,2017
052043,KENTFIELD HOSPITAL,1125 SIR FRANCIS DRAKE BLVD,KENTFIELD,CA,94904,4154569680,1,active,,01jul1999,053026,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,120,42,2017
052044,VIBRA HOSPITAL OF SAN DIEGO,555 WASHINGTON STREET,SAN DIEGO,CA,92103,6192608300,1,active,,01apr2002,053035,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,110,110,2017
052045,KINDRED HOSPITAL BALDWIN PARK,14148 FRANCISQUITO AVENUE,BALDWIN PARK,CA,91706,6263882700,1,active,,01sep2004,,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,95,95,2017
052046,PROMISE HOSPITAL OF EAST LOS ANGELES,443 S SOTO STREET,LOS ANGELES,CA,90033,3232611181,1,active,,27sep1995,050713,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,177,177,2017
052047,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,2801 EUREKA WAY,REDDING,CA,96001,5302469000,1,active,,01jan2006,,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,56,56,2017
052048,KINDRED HOSPITAL MODESTO,730 17TH STREET,MODESTO,CA,95354,2095239006,0,invol-fail req,01may2008,01dec2005,,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,36,36,2017
052049,KINDRED HOSPITAL RANCHO,10841 WHITE OAK AVENUE,RANCHO CUCAMONGA,CA,91730,9095816400,1,active,,01oct2006,,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,55,55,2017
052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,CA,90247,3103235330,1,active,,01oct2006,,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,58,38,2017
052051,PROMISE HOSPITAL OF SAN DIEGO,5550 UNIVERSITY AVENUE,SAN DIEGO,CA,92105,6195823800,0,"vol-merg,close",15mar2017,01jan2007,050447,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,100,100,2017
052052,KINDRED HOSPITAL RIVERSIDE,2224 MEDICAL CENTER DRIVE,PERRIS,CA,92571,9514363535,1,active,,01jan2008,,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,40,40,2017
052053,NEWPORT SPECIALTY HOSPITAL,14662 NEWPORT AVENUE,TUSTIN,CA,92780,7146197700,0,"vol-merg,close",09apr2013,01sep2008,,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,135,135,2017
052054,MONROVIA MEMORIAL HOSPITAL,323 SOUTH HELIOTROPE AVENUE,MONROVIA,CA,91016,6263599341,1,active,,01may2009,,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,49,49,2017
052055,CENTRAL VALLEY SPECIALTY HOSPITAL,730 17TH STREET,MODESTO,CA,95354,2092487700,1,active,,28aug2013,,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,36,36,2017
052056,KENTFIELD HOSPITAL SAN FRANCISCO,"450 STANYAN STREET, FLOOR 6",SAN FRANCISCO,CA,94117,4156883200,0,"vol-merg,close",30aug2016,29aug2016,,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,60,60,2017
053025,ALTA BATES HOSPITAL AT ALBANY,1247 MARIN AVE,ALBANY,CA,94706,4155277411,0,"vol-merg,close",05aug1985,01feb1984,,no affiliation,0,0,0,0,0,0,0,rehab,non-profit other,1,0,0,0,0,1,39,39,2017
053026,KENTFIELD MEDICAL HOSP,1125-B SIR FRANCIS DRAKE BLVD,KENTFIELD,CA,94914,4154569680,0,oth-status chg,30jun1999,01apr1984,052043,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,1,60,34,2017
053027,CASA COLINA HOSP AND CENTERS FOR HEALTHCARE,255 E BONITA AVE,POMONA,CA,91767,9095967733,0,"vol-merg,close",31mar2016,01apr1984,,no affiliation,0,0,0,0,0,0,0,rehab,non-profit private,1,0,0,0,0,1,68,68,2017
053028,COTTAGE REHABILITATION HOSPITAL,2415 DE LA VINA ST,SANTA BARBARA,CA,93105,8056877444,0,"vol-merg,close",20sep2007,01jul1984,,no affiliation,0,0,0,0,0,0,0,rehab,non-profit private,1,0,0,0,0,1,38,38,2017
053029,GUARDIAN REHAB HOSPITAL SAN RAMON,7777 NORRIS CANYON ROAD,SAN RAMON,CA,94583,9258302943,0,"vol-merg,close",24jan2002,22sep1989,050689,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,1,80,30,2017
053030,ALVARADO HOSPITAL MEDICAL CENTER/SDRI,6645 ALVARADO ROAD,SAN DIEGO,CA,92120,6192867374,0,"vol-merg,close",01jun2000,14jun1990,050583,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,1,80,50,2017
053031,HEALTHSOUTH BAKERSFIELD REHABILITATION HOSPITAL,5001 COMMERCE DRIVE,BAKERSFIELD,CA,93309,6613235500,1,active,,08jun1990,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,1,60,60,2017
053032,SAN JOAQUIN VALLEY REHABILITATION HOSP,7173 N SHARON AVENUE,FRESNO,CA,93720,5594363600,1,active,,15feb1991,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,1,62,62,2017
053033,CHICO COMM REHABILITATION HOSPITAL,340 W EAST AVE,CHICO,CA,95926,9163459592,0,"vol-merg,close",30jun1998,15may1991,050039,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,1,60,60,2017
053034,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,14851 YORBA STREET,TUSTIN,CA,92780,7148329200,1,active,,19jun1991,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,1,117,117,2017
053035,CONTINENTAL REHAB HOSP OF SAN DIEGO,555 WASHINGTON ST,SAN DIEGO,CA,92103,6192608300,0,"vol-merg,close",31mar2002,20apr1992,052044,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,1,88,88,2017
053036,MODESTO REHABILITATION HOSPITAL,730 17TH ST,MODESTO,CA,95354,2095494125,0,"vol-merg,close",31mar2005,01dec1992,050750,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,1,36,36,2017
053037,BALLARD REHABILITATION HOSPITAL,1760 WEST 16TH ST,SAN BERNARDINO,CA,92411,9094731275,1,active,,27jul1993,,no affiliation,0,0,0,0,0,0,0,rehab,non-profit private,1,0,0,0,0,1,60,60,2017
053038,TOTALLY KIDS REHABILITATION HOSPITAL,1720 MOUNTAIN VIEW AVENUE,LOMA LINDA,CA,92354,9097966915,1,active,,24apr2015,,no affiliation,1,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,1,25,25,2017
053039,"CALIFORNIA  REHABILITATION INSTITUTE, LLC",2070 CENTURY PARK EAST,LOS ANGELES,CA,90067,4243631000,1,active,,20sep2016,,limited,0,0,0,1,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,1,138,138,2017
053040,HEALTHSOUTH REHABILITATION HOSPITAL,1303 MABLE AVENUE,MODESTO,CA,95355,2098573400,1,active,,05dec2016,,no affiliation,0,0,0,0,0,0,0,rehab,non-profit private,1,0,0,0,0,1,50,50,2017
053300,VALLEY CHILDREN'S HOSPITAL,9300 VALLEY CHILDRENS PLACE,MADERA,CA,93636,5593535116,1,active,,01oct1984,,graduate,0,1,0,0,13,0,0,childrens,non-profit private,1,0,0,0,0,1,348,348,2017
053301,CHILDREN'S HOSPITAL & RESEARCH CENTER OAKLAND,747 52ND STREET,OAKLAND,CA,94609,5104283000,1,active,,01sep1983,,limited,0,1,0,0,88,0,0,childrens,non-profit private,1,0,0,0,0,1,190,190,2017
053302,CHILDREN'S HOSP OF LOS ANGELES,4650 SUNSET BLVD,LOS ANGELES,CA,90027,3236692164,1,active,,01mar1984,,major,1,1,0,0,91,0,0,childrens,non-profit private,1,0,0,0,0,1,568,302,2017
053303,RADY CHILDREN'S HOSPITAL - SAN DIEGO,3020 CHILDRENS WAY,SAN DIEGO,CA,92123,8585761700,1,active,,01jul1984,,major,0,0,0,0,0,0,0,childrens,non-profit other,1,0,0,0,0,1,518,475,2017
053304,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1201 W LA VETA AVE,ORANGE,CA,92868,7149973000,1,active,,01jul1984,,limited,0,0,0,0,0,0,0,childrens,non-profit other,1,0,0,0,0,1,192,192,2017
053305,LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,725 WELCH ROAD,PALO ALTO,CA,94304,6504978000,1,active,,01jul1984,,major,0,0,0,0,29,0,0,childrens,non-profit private,1,0,0,0,0,1,287,287,2017
053306,CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR",MISSION VIEJO,CA,92691,9493652408,1,active,,11jan1993,,no affiliation,0,0,0,0,0,0,0,childrens,non-profit private,1,0,0,0,0,1,48,48,2017
053307,CHILDREN'S RECOVERY CENTER OF NO CALIF,3777 SOUTH BASCOM AVENUE,CAMPBELL,CA,95008,4085583644,0,"vol-merg,close",30sep2002,18aug1998,,no affiliation,0,0,0,0,0,0,0,childrens,for-profit proprietary,0,1,0,0,0,1,16,16,2017
053308,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,393 S TUSTIN STREET,ORANGE,CA,92866,7142892400,1,active,,23feb2000,,no affiliation,0,0,0,0,0,0,0,childrens,for-profit proprietary,0,1,0,0,0,1,6,6,2017
053309,MILLER CHILDREN'S HOSPITAL,2801 ATLANTIC AVENUE,LONG BEACH,CA,90806,5629338001,1,active,,12jan2001,,no affiliation,0,1,0,0,0,0,0,childrens,non-profit other,1,0,0,0,0,1,171,171,2017
053310,SHRINERS HOSPITALS FOR CHILDREN,3160 GENEVA STREET,LOS ANGELES,CA,90020,2133883151,1,active,,14nov2003,,no affiliation,0,0,0,0,15,0,0,childrens,non-profit private,1,0,0,0,0,1,60,60,2017
053311,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,2425 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,9164532000,1,active,,18apr2011,,major,0,0,1,0,0,0,0,childrens,non-profit private,1,0,0,0,0,1,80,80,2017
054001,EDGEMONT HOSPITAL,4847 HOLLYWOOD BLVD,LOS ANGELES,CA,90027,2139139000,0,invol-fail req,17may2000,01jul1966,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,61,61,2017
054003,BELMONT HILLS PSYCHIATRIC CENTER,1301 RALSTON AVE,BELMONT,CA,94002,4155932143,0,"vol-merg,close",30dec1997,31may1974,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,84,84,2017
054009,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,150 MEDICAL PLAZA,LOS ANGELES,CA,90095,3108256962,1,active,,01jul1966,,major,0,0,0,0,23.39999961853027,0,0,psych,government state,0,0,1,0,0,1,209,209,2017
054010,KINGS VIEW HOSP,42675 RD 44 BOX 631,REEDLEY,CA,93654,2096382505,0,"vol-merg,close",11oct1991,01jul1966,,no affiliation,0,0,0,0,0,0,0,psych,non-profit church,1,0,0,0,0,1,8,4,2017
054011,CPC WESTWOOD HOSPITAL,2112 S BARRINGTON AVE,LOS ANGELES,CA,90025,3104794281,0,"vol-merg,close",25aug1993,31may1974,,graduate,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,94,94,2017
054012,MESA VISTA HOSPITAL,7850 VISTA HILL AVENUE,SAN DIEGO,CA,92123,6192784110,0,"vol-merg,close",27feb1998,01jul1966,050100,no affiliation,0,0,0,0,0,0,0,psych,non-profit other,1,0,0,0,0,1,150,150,2017
054016,STOCKTON DEVELOPMENTAL CENTER,510 E MAGNOLIA ST,STOCKTON,CA,95202,2099487442,0,"vol-merg,close",30jun1996,01jul1966,,no affiliation,0,0,0,0,0,0,0,psych,government state,0,0,1,0,0,1,601,9,2017
054020,LANGLEY PORTER PSYCHIATRIC INSTITUTE,401 PARNASSUS AVE,SAN FRANCISCO,CA,94143,4156818080,0,"vol-merg,close",03mar1993,01jul1966,,major,0,1,0,0,27,0,0,psych,government state,0,0,1,0,0,1,70,70,2017
054027,INGLESIDE HOSP,7500 E HELLMAN AVE,ROSEMEAD,CA,91770,8182881160,0,"vol-merg,close",20sep1995,01jul1966,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,146,146,2017
054028,GATEWAYS HOSP  MENTAL HEALTH CTR,1891 EFFIE ST,LOS ANGELES,CA,90026,2136660171,1,active,,01jul1966,,limited,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,55,55,2017
054029,VISTA HILL HOSP,730 MEDICAL CENTER COURT,CHULA VISTA,CA,92010,6194216900,0,"vol-merg,close",15apr1994,01jul1966,,no affiliation,0,0,0,0,0,0,0,psych,non-profit other,1,0,0,0,0,1,77,77,2017
054032,BHC ALHAMBRA HOSP,4619 N ROSEMEAD BLVD,ROSEMEAD,CA,91770,6262861191,1,active,,01jul1966,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,97,97,2017
054035,MEMORIAL CENTER FOR BEHAVIORAL HEALTH,3600 SAN DIMAS STREET,BAKERSFIELD,CA,93301,8053278621,0,vol-other,02mar1993,13dec1966,,no affiliation,0,0,0,0,0,0,0,psych,non-profit church,1,0,0,0,0,1,34,34,2017
054036,EVERETT A GLADMAN MEM HOSP,2633 E 27TH ST,OAKLAND,CA,94601,4155368111,0,vol-other,06jan1992,02nov1966,,no affiliation,0,0,0,1,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,96,96,2017
054037,CPC BREA CANYON HOSPITAL,875 N BREA BLVD,BREA,CA,92621,7145294963,0,"vol-merg,close",30sep1993,02jun1968,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,127,127,2017
054039,SAN DIEGO COUNTY MENTAL HLTH SERVICES,P O BOX 3067,SAN DIEGO,CA,92103,6192364960,0,"vol-merg,close",01jul1986,21feb1968,,no affiliation,0,0,0,0,0,0,0,psych,government local,0,0,1,0,0,1,92,92,2017
054043,CPC HORIZON HOSPITAL,566 N GORDON ST,POMONA,CA,91768,7146294011,0,vol-other,30aug1991,31may1974,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,79,79,2017
054044,C P C SANTA ANA HOSPITAL,2212 E 4TH ST,SANTA ANA,CA,92705,7145438481,0,"vol-merg,close",26dec1995,31may1974,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,80,80,2017
054046,CHARTER HOSPITAL OF LONG BEACH,6060 PARAMOUNT BLVD,LONG BEACH,CA,90805,2136349102,0,vol-reimburse,09jun1995,03may1971,,graduate,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,227,227,2017
054049,WOODVIEW-CALABASAS HOSP,25100 CALABASAS RD,CALABASAS,CA,91302,8188887500,0,"vol-merg,close",31mar1993,01nov1972,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,117,117,2017
054050,CHILDREN'S COMMUNITY MENTAL HEALTH CTR,15220 VANOWEN ST,VAN NUYS,CA,91405,8187870123,0,"vol-merg,close",03feb2001,12oct1971,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,41,41,2017
054052,BHC WALNUT CREEK HOSPITAL,175 LA CASA VIA,WALNUT CREEK,CA,94598,4159337990,0,"vol-merg,close",01mar2000,03may1974,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,108,108,2017
054053,DEL AMO HOSPITAL,23700 CAMINO DEL SOL,TORRANCE,CA,90505,3105301151,1,active,,06nov1972,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,166,166,2017
054055,COLLEGE HOSPITAL,10802 COLLEGE PL,CERRITOS,CA,90703,5629249581,1,active,,01jul1973,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,157,125,2017
054056,CARE UNIT HOSP OF ORANGE,401 SOUTH TUSTIN AVENUE,ORANGE,CA,92666,7146339582,0,"vol-merg,close",26mar1991,01aug1976,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,104,104,2017
054058,SOUTHWOOD PSYCHIATRIC HOSPITAL,"765 3RD AVENUE, SUITE #310",CHULA VISTA,CA,92010,6194266310,0,"vol-merg,close",02jul1994,03dec1973,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,64,64,2017
054059,COUNTER POINT CTR EL MONTE,11057 E BASYE ST,EL MONTE,CA,91731,8185753081,0,vol-other,26oct1985,27jun1974,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,27,27,2017
