pn,name,address,city,state,zip,tel,active,termcode,termdate,partdate,prev_pn,medaffil,resprog_ada,resprog_ama,resprog_aoa,resprog_oth,residents,shortterm,cah,provider_subtype,typ_control,nonprofit,forprofit,govt,maryland,nonstate,urbancbsa,beds_tot,beds_cert,firstyear
171315,NEMAHA VALLEY COMMUNITY HOSPITAL,1600 COMMUNITY DR,SENECA,KS,66538,7853366181,1,active,,26aug1997,170057,no affiliation,0,0,0,0,0,0,1,cah,non-profit other,1,0,0,0,0,,24,6,1999
171316,ANDERSON COUNTY HOSPITAL,421 S MAPLE   PO BOX 309,GARNETT,KS,66032,7854483131,1,active,,01sep1999,170035,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,,25,25,1999
171317,EDWARDS CO HOSPITAL & HEALTHCARE CTR,620 W EIGHTH STREET,KINSLEY,KS,67547,3166593621,1,active,,24feb1999,170072,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,12,12,1999
171318,SEDAN CITY HOSPITAL,300 NORTH ST  PO BOX C,SEDAN,KS,67361,3167253115,1,active,,08jun1999,170106,no affiliation,0,0,0,0,0,0,1,cah,non-profit other,1,0,0,0,0,,25,25,1999
171319,HOLTON COMMUNITY HOSPITAL,510 KANSAS AVE,HOLTON,KS,66436,7853642116,1,active,,12oct1999,170160,no affiliation,0,0,0,0,0,0,1,cah,non-profit other,1,0,0,0,0,,12,12,1999
171320,HORTON HEALTH FOUNDATION,240 W 18TH STREET,HORTON,KS,66439,9134862642,1,active,,09nov1999,170067,no affiliation,0,0,0,0,0,0,1,cah,non-profit other,1,0,0,0,0,,25,25,1999
171321,MEADE DISTRICT HOSPITAL,510 E CARTHAGE  PO BOX 680,MEADE,KS,67864,3168732141,1,active,,13jan2000,170055,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,,20,20,2000
171322,HAMILTON COUNTY HOSPITAL,PO BOX 909,SYRACUSE,KS,67878,3163847461,1,active,,01jan2000,170079,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2000
171323,STAFFORD DISTRICT HOSPITAL #4,602 S BUCKEYE,STAFFORD,KS,67578,3162345221,1,active,,13apr2000,170038,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,,25,25,2000
171324,SATANTA DISTRICT HOSPITAL,CHEYENNE & APACHE,SATANTA,KS,67870,3166492761,1,active,,19jul2000,170139,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,,13,13,2000
171325,GRAHAM COUNTY HOSPITAL,304 WEST PROUT STREET,HILL CITY,KS,67642,7854212121,1,active,,01sep2000,170031,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2000
171326,LOGAN COUNTY HOSPITAL,211 CHERRY AVENUE,OAKLEY,KS,67748,7856723211,1,active,,25jan2001,170134,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,21,21,2001
171327,ELLSWORTH COUNTY MEDICAL CENTER,1604 AYLWARD STREET,ELLSWORTH,KS,67439,7854723111,1,active,,01sep2000,170088,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,20,20,2000
171328,OTTAWA COUNTY HEALTH CENTER,215 E 8TH STREET,MINNEAPOLIS,KS,67467,7853922122,1,active,,24aug2000,170126,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2000
171329,SUMNER COUNTY HOSPITAL DISTRICT #1,601 SOUTH OSAGE STREET,CALDWELL,KS,67022,3168456492,1,active,,01jan2001,170152,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,,25,25,2001
171330,HOSPITAL DISTRICT #1 OF RICE COUNTY,619 S CLARK AVENUE,LYONS,KS,67554,3162575173,1,active,,01jan2001,170051,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,,25,25,2001
171331,KIOWA DISTRICT HOSPITAL,810 DRUMM STREET,KIOWA,KS,67070,3168254131,1,active,,31jan2001,170081,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,,25,25,2001
171332,GREAT PLAINS OF KIOWA COUNTY,501 S WALNUT STREET,GREENSBURG,KS,67054,6207233441,1,active,,28feb2001,170053,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2001
171333,CLARA BARTON HOSPITAL,250 W 9TH STREET,HOISINGTON,KS,67544,3166532114,1,active,,29mar2001,170112,no affiliation,0,0,0,0,0,0,1,cah,non-profit other,1,0,0,0,0,,25,25,2001
171334,MEDICINE LODGE MEMORIAL HOSPITAL,710 N WALNUT STREET,MEDICINE LODGE,KS,67104,3168863771,1,active,,01apr2001,170102,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2001
171335,STEVENS COUNTY HOSPITAL,1006 S JACKSON  PO BOX 10,HUGOTON,KS,67951,6205447822,1,active,,03may2001,170089,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,17,17,2001
171336,NESS COUNTY HOSPITAL DISTRICT #2,312 E CUSTER STREET,NESS CITY,KS,67560,7857982291,1,active,,01jul2001,170066,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,,20,20,2001
171337,WAMEGO CITY HOSPITAL,711 GENN DRIVE,WAMEGO,KS,66547,7854562295,1,active,,01oct2001,170128,no affiliation,0,0,0,0,0,0,1,cah,non-profit other,1,0,0,0,0,,25,25,2002
171338,GREAT PLAINS OF SABETHA INC,14TH AND OREGON  PO BOX 229,SABETHA,KS,66534,7852842121,1,active,,01oct2001,170164,no affiliation,0,0,0,0,0,0,1,cah,non-profit other,1,0,0,0,0,,25,25,2001
171339,GREENWOOD COUNTY HOSPITAL,100 W 16TH STREET,EUREKA,KS,67045,6205837451,1,active,,05oct2001,170032,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2001
171340,HERINGTON MUNICIPAL HOSPITAL,100 E HELEN STREET,HERINGTON,KS,67449,7852582207,1,active,,02nov2001,170115,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2001
171341,HIAWATHA COMMUNITY HOSPITAL,300 UTAH STREET,HIAWATHA,KS,66434,7857422131,1,active,,01jan2002,170004,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,,25,25,2002
171342,RUSH COUNTY MEMORIAL HOSPITAL,801 LOCUST  BOX 520,LA CROSSE,KS,67548,7852222545,1,active,,27nov2001,170119,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,24,24,2002
171343,STANTON COUNTY HOSPITAL,404 N CHESTNUR  PO BOX 779,JOHNSON,KS,67855,6204926250,1,active,,01jan2002,170117,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2002
171344,WILSON COUNTY HOSPITAL,205 MILL  PO BOX 360,NEODESHA,KS,66757,6203252611,1,active,,01mar2002,170073,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2002
171345,ST JOSPEH MEMORIAL HOSPITAL,923 CARROLL,LARNED,KS,67550,6202853161,1,active,,07apr2002,170005,no affiliation,0,0,0,0,0,0,1,cah,non-profit church,1,0,0,0,0,,25,25,2002
171346,HOSPITAL DISTRICT #6 OF HARPER COUNTY,1101 E SPRING STREET,ANTHONY,KS,67003,6208425111,1,active,,01jul2002,170124,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,,25,25,2002
171347,SHERIDAN COUNTY HOSPITAL,826  18TH STRET  PO BOX 167,HOXIE,KS,67740,7856753281,1,active,,19jun2002,170063,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2002
171348,NORTON COUNTY HOSPITAL,102 E HOLME STREET,NORTON,KS,67654,7858773351,1,active,,05aug2002,170084,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2002
171349,CLOUD COUNTY HEALTH CENTER,1100 HIGHLAND DRIVE,CONCORDIA,KS,66901,7852431234,1,active,,01oct2002,170095,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,,25,25,2002
171350,RUSSELL REGIONAL HOSPITAL,200 S MAIN STREET,RUSSELL,KS,67665,7854833131,1,active,,01dec2002,170030,no affiliation,0,0,0,1,0,0,1,cah,non-profit private,1,0,0,0,0,,25,25,2003
171351,WASHINGTON COUNTY HOSPITAL,304 E 3RD STREET,WASHINGTON,KS,66968,7853252211,1,active,,01jan2003,170076,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2003
171352,DECATUR COUNTY HOSPITAL,810 W  COLUMBIA STREET,OBERLIN,KS,67749,7854752208,1,active,,03jan2003,170060,no affiliation,0,0,0,0,0,0,1,cah,non-profit other,1,0,0,0,0,,25,25,2003
171353,PHILLIPS COUNTY HOSPITAL,1150 STATE STREET  PO BOX 607,PHILLIPSBURG,KS,67661,7855435226,1,active,,01apr2003,170061,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2003
171354,COMMUNITY HOSPITAL - ONAGA,120 W 8TH STREET,ONAGA,KS,66521,7858894272,1,active,,01apr2003,170045,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,,25,25,2003
171355,TREGO COUNTY LEMKE MEMORIAL HOSPITAL,320 N 13TH STREET,WA KEENEY,KS,67672,7857432182,1,active,,01apr2003,170077,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2003
171356,ST LUKE HOSPITAL,1014 MELVIN STREET,MARION,KS,66861,6203822177,1,active,,14feb2003,170025,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,,22,22,2003
171357,HILLSBORO COMMUNITY MEDICAL CENTER,701 S MAIN STREET,HILLSBORO,KS,67063,6209473114,1,active,,02jun2003,170026,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,,25,25,2003
171358,LINDSBORG COMMUNITY HOSPITAL,605 W LINCOLN STREET,LINDSBORG,KS,67456,7852273308,1,active,,01jul2003,170101,no affiliation,0,0,0,0,0,0,1,cah,non-profit other,1,0,0,0,0,,25,25,2003
171359,GREELEY COUNTY HOSPITAL,506 THIRD  PO BOX 338,TRIBUNE,KS,67879,6203764221,1,active,,01jun2003,170082,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,,18,18,2003
171360,LINCOLN COUNTY HOSPITAL,624 N  2ND,LINCOLN,KS,67455,7855244403,1,active,,01aug2003,170056,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,14,14,2003
171361,REPUBLIC COUNTY HOSPITAL,2420 G STREET,BELLEVILLE,KS,66935,7855272254,1,active,,01sep2003,170024,no affiliation,0,0,0,0,0,0,1,cah,non-profit other,1,0,0,0,0,,35,25,2003
171362,CITIZENS MEDICAL CENTER,100 E COLLEGE,COLBY,KS,67701,7854627511,1,active,,01sep2003,170008,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,,40,25,2003
171363,COMMUNITY MEMORIAL HEALTHCARE,708 N 18TH STREET,MARYSVILLE,KS,66508,7855622311,1,active,,01oct2003,170113,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,,25,25,2003
171364,OSBORNE COUNTY MEMORIAL HOSPITAL,424 W NEW HAMPSHIRE  PO BOX 70,OSBORNE,KS,67473,7853462121,1,active,,01oct2003,170041,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2003
171365,HANOVER HOSPITAL,205 S HANOVER,HANOVER,KS,66945,7853372214,1,active,,01nov2003,170099,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,,16,16,2003
171366,HARPER HOSPITAL DISTRICT #5,12TH AND MAPLE,HARPER,KS,67058,6208967324,1,active,,01jan2004,170151,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,,25,25,2004
171367,GOVE COUNTY MEDICAL CENTER,5TH AND GARFIELD  PO BOX 129,QUINTER,KS,67752,7857543341,1,active,,02jan2004,170080,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,,25,25,2004
171368,MINNEOLA DISTRICT HOSPITAL,212 MAIN PO BOX 127,MINNEOLA,KS,67865,6208854264,1,active,,01feb2004,170034,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,,18,18,2004
171369,HODGEMAN COUNTY HEALTH CENTER,809 BRAMLEY  PO BOX 310,JETMORE,KS,67854,6203578301,1,active,,01may2004,170090,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,16,16,2004
171370,GOODLAND REGIONAL MEDICAL CENTER,220 W SECOND,GOODLAND,KS,67735,7858903725,1,active,,01apr2004,170097,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2004
171371,CLAY COUNTY MEDICAL CENTER,617 LIBERTY,CLAY CENTER,KS,67432,7856322144,1,active,,01may2004,170054,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2004
171372,SCOTT COUNTY HOSPITAL,310 E 3RD STREET,SCOTT CITY,KS,67871,6208725811,1,active,,01aug2004,170085,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2004
171373,ALLEN COUNTY HOSPITAL,101 S FIRST STREET PO BOX 540,IOLA,KS,66749,6203651000,1,active,,01sep2004,170116,no affiliation,0,0,0,0,0,0,1,cah,for-profit proprietary,0,1,0,0,0,,25,25,2004
171374,FREDONIA REGIONAL HOSPITAL,1527 MADISON PO BOX 579,FREDONIA,KS,66736,6203782121,1,active,,01jan2005,170018,no affiliation,0,0,0,0,0,0,1,cah,non-profit other,1,0,0,0,0,,32,32,2005
171375,MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,400 W 8TH STREET,BELOIT,KS,67420,7857382266,1,active,,01mar2005,170015,graduate,0,0,0,1,0,0,1,cah,non-profit private,1,0,0,0,0,,35,35,2005
171376,HOSPITAL DISTRICT #1 OF CRAWFORD CO,302 N HOSPITAL DR,GIRARD,KS,66743,6207248291,1,active,,01jun2005,170098,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,,25,25,2005
171377,SMITH COUNTY MEMORIAL HOSPITAL,614 S MAIN STREET,SMITH CENTER,KS,66967,7852826845,1,active,,01jul2005,170093,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2005
171378,KINGMAN COMMUNITY HOSPITAL,750 W AVE D,KINGMAN,KS,67068,6205323147,1,active,,01jul2005,170052,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,,25,25,2005
171379,MORRIS COUNTY HOSPITAL,600 N WASHINGTON ST,COUNCIL GROVE,KS,66846,6207676811,1,active,,01jul2005,170070,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2005
171380,NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,629 S PLUMMER,CHANUTE,KS,66720,6204914000,1,active,,01sep2005,170143,no affiliation,0,0,0,0,0,0,1,cah,for-profit proprietary,0,1,0,0,0,,25,25,2005
171381,MEMORIAL HOSPITAL,511 NE 10TH ST,ABILENE,KS,67410,6202632100,1,active,,01dec2005,,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,,25,25,2005
171382,ATCHISON HOSPITAL,1301 NORTH SECOND STREET,ATCHISON,KS,66002,9133676691,1,active,,01dec2005,170022,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,,25,25,2006
171383,WILLIAM NEWTON HOSPITAL,1300 E FIFTH AVE,WINFIELD,KS,67156,6202212300,1,active,,31dec2005,170019,no affiliation,0,0,0,0,0,0,1,cah,non-profit other,1,0,0,0,0,,25,25,2006
171384,NEWMAN REGIONAL HEALTH,1201 WEST 12TH AVENUE,EMPORIA,KS,66801,6203436800,1,active,,16dec2013,,no affiliation,0,0,0,1,0,0,1,cah,government local,0,0,1,0,0,0,53,25,2014
172003,HORIZON SPECIALTY HOSPITAL,8080 E PAWNEE,WICHITA,KS,67207,3166820004,1,active,,27feb1993,173029,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,,26,26,1994
172004,HORIZON SPECIALTY HOSPITAL,6509 WEST 103RD STREET,OVERLAND PARK,KS,66212,8163222202,1,active,,01jun1995,173030,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,,28,28,1995
172005,"TCA OF EASTERN KANSAS, INC",51 N 12TH STREET,KANSAS CITY,KS,66102,9132818026,1,active,,30apr1996,,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,,20,20,1996
172006,SELECT SPECIALTY HOSPITAL OF TOPEKA,1700 W 7TH ST  SUITE 840,TOPEKA,KS,66606,9132955551,1,active,,01jan1998,173031,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,,10,10,1999
172007,SELECT SPECIALTY HOSPITAL WICHITA,550 NORTH HILLSIDE  4 WEST,WICHITA,KS,67214,3166883900,1,active,,01jan2001,170189,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,,30,30,2000
173025,KANSAS REHABILITATION HOSPITAL,1504 SW 8TH AVE,TOPEKA,KS,66606,9132356600,1,active,,28nov1988,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,,80,80,1993
173026,MID AMERICA REHABILITATION HOSPITAL,5701 W 110TH ST,OVERLAND PARK,KS,66211,9134912409,1,active,,06jun1989,,limited,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,,80,80,1993
173027,HCA WESLEY REHABILITATION HOSPITAL,8338 WEST 13TH STREET,WICHITA,KS,67212,3167299999,1,active,,17mar1992,,no affiliation,0,0,0,1,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,,60,60,1993
173028,"REHABILITATION HOSPITAL OF WICHITA,THE",1151 N ROCK ROAD,WICHITA,KS,67206,3166512700,1,active,,15apr1992,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,,60,60,1993
173029,HORIZON SPECIALTY HOSPITAL WICHITA,8100 E PAWNEE,WICHITA,KS,67207,3166841313,1,active,,24feb1993,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,,26,26,1993
173030,HORIZON SPECIALTY HOSPITAL KC,6509 W 103RD ST,OVERLAND PARK,KS,66212,5058814361,1,active,,03apr1993,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,,28,28,1993
173031,INTENSIVA HOSPITAL OF TOPEKA,"1700 W  7TH STREET, SUITE 840",TOPEKA,KS,66606,9132955551,1,active,,25jun1997,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,,10,10,1997
173032,REHABILITATION HOSPITAL OF OVERLAND PARK,5100 INDIAN CREEK PARKWAY,OVERLAND PARK,KS,66207,9135441957,1,active,,24mar2015,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,1,45,45,2015
173033,MEADOWBROOK REHABILITATION HOSPITAL,427 WEST MAIN STREET,GARDNER,KS,66030,9138568747,1,active,,01jul2015,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,1,54,54,2015
173300,CHILDRENS MERCY HOSPITAL SOUTH,5808 W 110TH STREET,OVERLAND PARK,KS,66212,9130010000,1,active,,16oct1997,,no affiliation,0,0,0,0,0,0,0,childrens,non-profit private,1,0,0,0,0,,34,34,1998
174001,TOPEKA STATE HOSP PSYCHIATRIC,2700 W 6TH ST,TOPEKA,KS,66606,9132964596,0,invol-fail req,01mar1988,01jul1966,,no affiliation,0,1,0,0,9,0,0,psych,government state,0,0,1,0,0,,403,403,1993
174002,PRAIRIE VIEW HOSP,1ST ST PO BOX 467,NEWTON,KS,67114,3162832400,0,invol-fail req,16nov1988,01jul1966,,limited,0,1,0,0,0,0,0,psych,non-profit church,1,0,0,0,0,,60,60,1993
174003,MENNINGER C F MEM HOSP,5800 SW 6TH AVE BOX 829,TOPEKA,KS,66601,9132737500,1,active,,01jul1966,,no affiliation,0,1,1,0,8,0,0,psych,non-profit other,1,0,0,0,0,,155,155,1993
174004,OSAWATOMIE STATE HOSP PSYCHIATRIC,P O BOX 500,OSAWATOMIE,KS,66064,9137553151,1,active,,01jul1966,,no affiliation,0,1,0,0,0,0,0,psych,government state,0,0,1,0,0,,309,309,1993
174006,LARNED STATE HOSP,ROUTE #3 BOX 89,LARNED,KS,67550,3162852131,1,active,,18jul1966,,no affiliation,0,0,0,0,0,0,0,psych,government state,0,0,1,0,0,,535,82,1993
174009,KANSAS INSTITUTE,5808 WEST 110TH STREET,OLATHE,KS,66061,9134511700,1,active,,01dec1973,,no affiliation,0,0,0,0,0,0,0,psych,non-profit other,1,0,0,0,0,,106,106,1993
174010,RAINBOW MENTAL HLTH FACILITY,POX 3208,KANSAS CITY,KS,66103,9133841880,1,active,,01dec1978,,no affiliation,0,0,0,0,0,0,0,psych,government state,0,0,1,0,0,,59,59,1993
174011,BEHAVIORAL MEDICINE CENTER,400 KATY,PARSONS,KS,67357,3164210004,0,"vol-merg,close",31dec1989,15dec1986,,no affiliation,0,0,0,0,0,0,0,psych,government local,0,0,1,0,0,,40,19,1993
174012,CHARTER HOSPITAL OF WICHITA,8901 EAST ORME,WICHITA,KS,67207,3166865000,1,active,,30dec1986,,limited,0,1,1,0,2,0,0,psych,government local,0,0,1,0,0,,70,70,1993
174013,CPC GREAT PLAINS HOSPITAL,511 EAST 21ST STREET,WICHITA,KS,67207,3166811800,0,"vol-merg,close",01oct1993,05dec1986,,limited,0,0,0,0,0,0,0,psych,government local,0,0,1,0,0,,79,79,1993
174014,CPC COLLEGE MEADOWS HOSPITAL,14425 COLLEGE BLVD,LENEXA,KS,66215,9134691100,1,active,,16jan1987,,no affiliation,0,0,0,0,0,0,0,psych,government local,0,0,1,0,0,,120,120,1993
174015,CHARTER HOSPITAL OF OVERLAND PARK,8000 WEST 127 STREET,OVERLAND PARK,KS,66213,9138974999,1,active,,14jan1987,,no affiliation,0,0,0,0,0,0,0,psych,government local,0,0,1,0,0,,60,60,1993
174016,PRAIRIE VIEW INC,1901 EAST FIRST ST POB 467,NEWTON,KS,67114,3162832400,1,active,,20apr1989,,no affiliation,0,0,0,0,0,0,0,psych,non-profit church,1,0,0,0,0,,60,60,1993
174017,TOPEKA STATE HOSPITAL,2700 WEST SIXTH STREET,TOPEKA,KS,66606,9132964596,1,active,,12may1989,,limited,0,1,0,0,6,0,0,psych,government state,0,0,1,0,0,,298,298,1993
174018,PARKVIEW HOSPITAL OF TOPEKA,3707 SOUTHWEST 6TH ST PO BOX 1220,TOPEKA,KS,66606,9132353000,1,active,,31oct1990,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,,80,80,1993
174019,CEDAR RIDGE HOSPITAL,7405 RENNER ROAD,LENEXA,KS,66217,9136311900,1,active,,10dec1991,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,,80,40,1993
174020,COTTONWOOD SPRINGS LLC,13351 S ARAPAHO DRIVE,OLATHE,KS,66062,9133533000,1,active,,05nov2015,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,72,72,2016
174021,"FREEDOM BEHAVIORAL HOSPITAL OF TOPEKA, LLC",1334 SW BUCHANAN STREET,TOPEKA,KS,66604,7852351294,1,active,,01feb2017,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,24,24,2017
174022,ADAIR ACUTE CARE AT OSAWATOMIE STATE HOSPITAL,500 STATE HOSPITAL DRIVE,OSAWATOMIE,KS,66064,9137557100,1,active,,15dec2017,,no affiliation,0,0,0,0,0,0,0,psych,government state,0,0,1,0,0,1,60,60,2017
179800,VIA CHRISTI REG MED CTR-TRANSPLANT UNIT,929 N ST FRANCIS,WICHITA,KS,67214,3162685000,1,active,,25jul2008,,,0,0,0,0,,0,0,transplant,,0,0,0,0,0,1,,,2011
179801,UNIVERSITY OF KS TRANSPLANT UNIT,3901 RAINBOW BLVD,KANSAS CITY,KS,66106,9135886064,1,active,,07may2009,,,0,0,0,0,,0,0,transplant,,0,0,0,0,0,1,,,2011
180001,ST LUKE HOSP EAST,85 N GRAND AV,FORT THOMAS,KY,41075,6065723100,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,,338,312,1993
180002,WHITESBURG APPALACHIAN REG HOSP,550 JENKINS RD,WHITESBURG,KY,41858,6066333500,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,90,71,1993
180004,MUHLENBERG COMMUNITY HOSPITAL,440 HOPKINSVILLE ST BOX 387,GREENVILLE,KY,42345,5023388000,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,,105,90,1993
180005,HIGHLANDS REGIONAL MEDICAL CENTER,US 23 N BOX 668,PRESTONSBURG,KY,41653,6068868511,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,184,184,1993
180006,JENKINS COMMUNITY HOSP,MAIN ST BOX 472,JENKINS,KY,41537,6068322171,1,active,,01dec1969,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,,60,60,1993
180007,GOOD SAMARITAN HOSP,310 S LIMESTONE ST,LEXINGTON,KY,40508,6062526612,1,active,,01jul1966,,no affiliation,0,0,0,1,0,1,0,short term,for-profit proprietary,0,1,0,0,0,,336,302,1993
180009,KINGS DAUGHTERS MEDICAL CENTER,2201 LEXINGTON AV,ASHLAND,KY,41101,6063274000,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,,330,330,1993
180010,ST JOSEPH HOSP,ONE ST JOSEPH DR,LEXINGTON,KY,40504,6062783436,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,,468,468,1993
180011,MARYMOUNT HOSP,310 EAST NINTH ST,LONDON,KY,40741,6068786520,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,,100,80,1993
180012,HARDIN MEMORIAL HOSP,913 NORTH DIXIE AVE,ELIZABETHTOWN,KY,42701,5027371212,1,active,,01jul1966,,no affiliation,0,0,0,1,0,1,0,short term,government local,0,0,1,0,0,,300,300,1993
180013,"MEDICAL CENTER AT BOWLING GREEN,THE",250 PARK ST BOX 90010,BOWLING GREEN,KY,42102,5027451000,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,,388,388,1993
180014,AUDUBON REGIONAL MEDICAL CENTER,1 AUDUBON PLAZA DR,LOUISVILLE,KY,40217,5026367001,1,active,,01jun1970,,limited,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,,480,480,1993
180015,MERCY HOSP,1006 FORD AV,OWENSBORO,KY,42302,5026866100,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,,149,149,1993
